filename,split,concentration,hour,mse,original_path
114_RGB.jpg,train,1ug,4,58.0087890625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
115_RGB.jpg,train,1ug,0,57.483642578125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
116_RGB.jpg,train,1ug,0,65.220947265625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
117_RGB.jpg,train,10ug,0,60.962158203125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\0hr.tif
118_RGB.jpg,train,10ug,4,60.93017578125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\4hr.tif
119_RGB.jpg,train,10ug,0,56.244384765625,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\0hr.tif
11_RGB.jpg,train,1ug,2,39.300048828125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\2hr.tif
120_RGB.jpg,train,10ug,8,60.52587890625,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\8hr.tif
121_RGB.jpg,train,0.1ug,8,49.53515625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
122_RGB.jpg,train,10ug,2,76.6943359375,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\2hr.tif
123_RGB.jpg,train,1ug,2,60.329833984375,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\2hr.tif
124_RGB.jpg,train,1ug,4,62.343994140625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\4hr.tif
125_RGB.jpg,train,10ug,4,60.902587890625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\4hr.tif
126_RGB.jpg,train,0.1ug,4,53.439453125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
127_RGB.jpg,train,10ug,8,68.191162109375,D:\gs\angiogenesis data\SN2\cropped\10ug\3\1\8hr.tif
128_RGB.jpg,train,0.1ug,8,65.041015625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\8hr.tif
129_RGB.jpg,train,1ug,0,63.947265625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
12_RGB.jpg,train,1ug,8,47.664306640625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
130_RGB.jpg,train,1ug,8,68.257080078125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\8hr.tif
131_RGB.jpg,train,10ug,4,53.37890625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\4hr.tif
132_RGB.jpg,train,0.1ug,4,69.757568359375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\3\2\4hr.tif
133_RGB.jpg,train,10ug,8,61.486083984375,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\8hr.tif
134_RGB.jpg,train,0.1ug,4,63.983642578125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
135_RGB.jpg,train,1ug,24,60.8369140625,D:\gs\angiogenesis data\SN3\cropped\1ug\1\2\24hr.tif
136_RGB.jpg,train,0.1ug,8,54.492919921875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
137_RGB.jpg,train,10ug,0,68.466064453125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\0hr.tif
138_RGB.jpg,train,1ug,0,86.634521484375,D:\gs\angiogenesis data\SN1\cropped\1ug\3\0hr.tif
139_RGB.jpg,train,10ug,0,56.58154296875,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\0hr.tif
13_RGB.jpg,train,1ug,2,59.721435546875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
140_RGB.jpg,train,10ug,2,77.2265625,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\2hr.tif
141_RGB.jpg,train,1ug,24,57.378662109375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\24hr.tif
142_RGB.jpg,train,1ug,4,64.34228515625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\4hr.tif
143_RGB.jpg,train,1ug,24,58.251220703125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
144_RGB.jpg,train,0.1ug,24,60.46923828125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\24hr.tif
145_RGB.jpg,train,10ug,4,61.96630859375,D:\gs\angiogenesis data\SN3\cropped\10ug\3\1\4hr.tif
146_RGB.jpg,train,10ug,4,57.920166015625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\4hr.tif
147_RGB.jpg,train,0.1ug,2,67.876708984375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
148_RGB.jpg,train,0.1ug,4,75.318359375,D:\gs\angiogenesis data\SN1\cropped\0.1ug\2\2\4hr.tif
149_RGB.jpg,train,0.1ug,0,67.033447265625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\0hr.tif
14_RGB.jpg,train,1ug,2,47.1123046875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\2hr.tif
150_RGB.jpg,train,10ug,0,66.341796875,D:\gs\angiogenesis data\SN1\cropped\10ug\2\1\0hr.tif
151_RGB.jpg,train,0.1ug,8,62.48095703125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
152_RGB.jpg,train,0.1ug,4,54.99658203125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
153_RGB.jpg,train,1ug,8,61.384033203125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\8hr.tif
154_RGB.jpg,train,1ug,0,77.447021484375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
155_RGB.jpg,train,1ug,0,62.348388671875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
156_RGB.jpg,train,0.1ug,2,69.01806640625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
157_RGB.jpg,train,1ug,2,49.620361328125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
158_RGB.jpg,train,10ug,2,57.492919921875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\2hr.tif
159_RGB.jpg,train,1ug,24,60.8134765625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
15_RGB.jpg,train,0.1ug,4,60.292724609375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\1\2\4hr.tif
160_RGB.jpg,train,1ug,0,53.0390625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
161_RGB.jpg,train,1ug,8,61.0166015625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\8hr.tif
162_RGB.jpg,train,1ug,4,50.70556640625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\4hr.tif
163_RGB.jpg,train,0.1ug,0,55.462158203125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\0hr.tif
164_RGB.jpg,train,0.1ug,8,56.751708984375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\8hr.tif
165_RGB.jpg,train,1ug,0,53.311767578125,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\0hr.tif
166_RGB.jpg,train,1ug,24,56.5244140625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\24hr.tif
167_RGB.jpg,train,croppedcontrol,2,61.667724609375,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\2 hr.tif
168_RGB.jpg,train,1ug,4,59.51953125,D:\gs\angiogenesis data\SN2\cropped\1ug\2\1\4hr.tif
169_RGB.jpg,train,10ug,2,52.579345703125,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\2hr.tif
16_RGB.jpg,train,1ug,0,36.552978515625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
170_RGB.jpg,train,control,0,55.6337890625,D:\gs\angiogenesis data\SN2\cropped\control\1\0hr.tif
171_RGB.jpg,train,control,24,57.845703125,D:\gs\angiogenesis data\SN3\cropped\control\2\24hr.tif
172_RGB.jpg,train,10ug,4,50.780517578125,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\4hr.tif
173_RGB.jpg,train,10ug,4,55.914306640625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\4hr.tif
174_RGB.jpg,train,1ug,24,53.42822265625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\24hr.tif
175_RGB.jpg,train,croppedcontrol,0,60.188232421875,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\0hr.tif
176_RGB.jpg,train,1ug,4,54.314453125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\4hr.tif
177_RGB.jpg,train,10ug,4,52.48193359375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\4hr.tif
178_RGB.jpg,train,10ug,2,59.482666015625,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\2hr.tif
179_RGB.jpg,train,1ug,4,56.958251953125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\4hr.tif
17_RGB.jpg,train,10ug,4,59.2861328125,D:\gs\angiogenesis data\SN1\cropped\10ug\1\4hr.tif
180_RGB.jpg,train,10ug,4,54.354736328125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\4hr.tif
181_RGB.jpg,train,10ug,4,49.75927734375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\4hr.tif
182_RGB.jpg,train,10ug,8,61.906982421875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\8hr.tif
183_RGB.jpg,train,1ug,0,48.2294921875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\0hr.tif
184_RGB.jpg,train,10ug,2,55.08935546875,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\2hr.tif
185_RGB.jpg,train,1ug,4,38.33056640625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\4hr.tif
186_RGB.jpg,train,1ug,2,54.213623046875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\2hr.tif
187_RGB.jpg,train,1ug,0,64.832763671875,D:\gs\angiogenesis data\SN4\cropped\1ug\3\1\0hr.tif
188_RGB.jpg,train,1ug,8,62.416015625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\8hr.tif
189_RGB.jpg,train,10ug,4,54.8369140625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\4hr.tif
18_RGB.jpg,train,10ug,8,46.74755859375,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
190_RGB.jpg,train,10ug,2,62.168212890625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\2hr.tif
191_RGB.jpg,train,10ug,2,53.109375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\2hr.tif
192_RGB.jpg,train,croppedcontrol,0,59.0029296875,D:\gs\angiogenesis data\SN4\cropped\cropped control\2\0hr1.tif
193_RGB.jpg,train,1ug,8,53.32861328125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\8hr.tif
194_RGB.jpg,train,1ug,24,57.57373046875,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\24hr.tif
195_RGB.jpg,train,10ug,0,56.146484375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\0hr.tif
196_RGB.jpg,train,10ug,2,53.412109375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\2hr.tif
197_RGB.jpg,train,10ug,0,43.154296875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
198_RGB.jpg,train,10ug,2,47.54248046875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
199_RGB.jpg,train,croppedcontrol,4,47.349853515625,D:\gs\angiogenesis data\SN4\cropped\cropped control\2\4hr1.tif
19_RGB.jpg,train,1ug,8,42.739501953125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
1_RGB.jpg,train,0.1ug,2,60.77734375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
200_RGB.jpg,train,10ug,2,47.71142578125,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
201_RGB.jpg,train,0.1ug,8,45.328857421875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
202_RGB.jpg,train,1ug,4,55.406982421875,D:\gs\angiogenesis data\SN3\cropped\1ug\1\1\4hr.tif
203_RGB.jpg,train,0.1ug,4,63.876708984375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\3\1\4hr.tif
204_RGB.jpg,train,1ug,0,63.643310546875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
205_RGB.jpg,train,10ug,2,48.93310546875,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\2hr.tif
206_RGB.jpg,train,1ug,2,55.469482421875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\2hr.tif
207_RGB.jpg,train,1ug,8,75.8427734375,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\8hr.tif
208_RGB.jpg,train,10ug,8,64.86669921875,D:\gs\angiogenesis data\SN1\cropped\10ug\3\1\8hr.tif
209_RGB.jpg,train,10ug,8,47.489501953125,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\8hr.tif
20_RGB.jpg,train,1ug,0,55.36376953125,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
210_RGB.jpg,train,1ug,4,52.121826171875,D:\gs\angiogenesis data\SN3\cropped\1ug\1\1\4hr.tif
211_RGB.jpg,train,1ug,8,70.060791015625,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\8hr.tif
212_RGB.jpg,train,10ug,8,61.10986328125,D:\gs\angiogenesis data\SN1\cropped\10ug\3\2\8hr.tif
213_RGB.jpg,train,10ug,0,57.214599609375,D:\gs\angiogenesis data\SN1\cropped\10ug\2\2\0hr.tif
214_RGB.jpg,train,control,0,59.072021484375,D:\gs\angiogenesis data\SN1\cropped\control\1\0hr.tif
215_RGB.jpg,train,10ug,8,66.1435546875,D:\gs\angiogenesis data\SN1\cropped\10ug\3\1\8hr.tif
216_RGB.jpg,train,control,0,62.0390625,D:\gs\angiogenesis data\SN1\cropped\control\1\0hr.tif
217_RGB.jpg,train,10ug,0,59.307861328125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
218_RGB.jpg,train,1ug,0,55.293701171875,D:\gs\angiogenesis data\SN3\cropped\1ug\1\2\0hr.tif
219_RGB.jpg,train,10ug,0,54.971435546875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
21_RGB.jpg,train,0.1ug,0,63.90771484375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\1\2\0hr.tif
220_RGB.jpg,train,10ug,8,68.8681640625,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\8hr.tif
221_RGB.jpg,train,control,2,55.218505859375,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
222_RGB.jpg,train,control,8,67.555908203125,D:\gs\angiogenesis data\SN3\cropped\control\1\8hr.tif
223_RGB.jpg,train,10ug,4,62.960205078125,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\4hr.tif
224_RGB.jpg,train,1ug,2,58.965576171875,D:\gs\angiogenesis data\SN3\cropped\1ug\1\2\2hr.tif
225_RGB.jpg,train,control,4,60.99560546875,D:\gs\angiogenesis data\SN3\cropped\control\2\4hr.tif
226_RGB.jpg,train,1ug,4,55.1875,D:\gs\angiogenesis data\SN3\cropped\1ug\1\2\4hr.tif
227_RGB.jpg,train,10ug,24,66.974365234375,D:\gs\angiogenesis data\SN1\cropped\10ug\2\1\24hr.tif
228_RGB.jpg,train,0.1ug,2,57.8427734375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
229_RGB.jpg,train,0.1ug,0,68.9287109375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\0hr.tif
22_RGB.jpg,train,10ug,8,71.173095703125,D:\gs\angiogenesis data\SN1\cropped\10ug\3\2\8hr.tif
230_RGB.jpg,train,0.1ug,2,73.146728515625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\2hr.tif
231_RGB.jpg,train,1ug,8,62.6826171875,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\8hr.tif
232_RGB.jpg,train,0.1ug,8,72.2080078125,D:\gs\angiogenesis data\SN1\cropped\0.1ug\1\2\8hr.tif
233_RGB.jpg,train,0.1ug,0,71.13427734375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\0hr.tif
234_RGB.jpg,train,1ug,0,53.855712890625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
235_RGB.jpg,train,10ug,8,61.444091796875,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
236_RGB.jpg,train,1ug,2,50.756103515625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\2hr.tif
237_RGB.jpg,train,1ug,4,50.192626953125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
238_RGB.jpg,train,0.1ug,2,58.49560546875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\2hr.tif
239_RGB.jpg,train,0.1ug,24,59.719970703125,D:\gs\angiogenesis data\SN1\cropped\0.1ug\2\2\24hr.tif
23_RGB.jpg,train,10ug,8,56.303955078125,D:\gs\angiogenesis data\SN1\cropped\10ug\3\1\8hr.tif
240_RGB.jpg,train,0.1ug,2,59.535888671875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
241_RGB.jpg,train,0.1ug,2,64.515625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\2hr.tif
242_RGB.jpg,train,1ug,0,66.420166015625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
243_RGB.jpg,train,1ug,4,64.112548828125,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\4hr.tif
244_RGB.jpg,train,0.1ug,24,72.9052734375,D:\gs\angiogenesis data\SN1\cropped\0.1ug\2\2\24hr.tif
245_RGB.jpg,train,10ug,8,56.537109375,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
246_RGB.jpg,train,1ug,8,50.735107421875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
247_RGB.jpg,train,1ug,24,57.949951171875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
248_RGB.jpg,train,10ug,0,57.027099609375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
249_RGB.jpg,train,10ug,2,54.78662109375,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
24_RGB.jpg,train,1ug,2,50.36279296875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\2hr.tif
250_RGB.jpg,train,10ug,4,57.94677734375,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\4hr.tif
251_RGB.jpg,train,10ug,2,53.26171875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\2hr.tif
252_RGB.jpg,train,1ug,8,59.501708984375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\8hr.tif
253_RGB.jpg,train,10ug,2,47.914306640625,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\2hr.tif
254_RGB.jpg,train,10ug,0,49.029541015625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
255_RGB.jpg,train,10ug,4,55.295654296875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\4hr.tif
256_RGB.jpg,train,10ug,4,65.652099609375,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\4hr.tif
257_RGB.jpg,train,control,0,68.96728515625,D:\gs\angiogenesis data\SN3\cropped\control\2\0hr.tif
258_RGB.jpg,train,10ug,2,56.265625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
259_RGB.jpg,train,1ug,4,53.338623046875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\4hr.tif
25_RGB.jpg,train,1ug,0,55.048095703125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
260_RGB.jpg,train,1ug,2,52.76708984375,D:\gs\angiogenesis data\SN2\cropped\1ug\1\2\2hr.tif
261_RGB.jpg,train,1ug,4,48.4892578125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\4hr.tif
262_RGB.jpg,train,control,4,71.16015625,D:\gs\angiogenesis data\SN3\cropped\control\2\4hr.tif
263_RGB.jpg,train,10ug,8,56.804931640625,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
264_RGB.jpg,train,0.1ug,2,61.99072265625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\2hr.tif
265_RGB.jpg,train,10ug,8,69.572021484375,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
266_RGB.jpg,train,1ug,0,57.242431640625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
267_RGB.jpg,train,1ug,0,62.6533203125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
268_RGB.jpg,train,1ug,8,66.237548828125,D:\gs\angiogenesis data\SN4\cropped\1ug\3\2\8hr.tif
269_RGB.jpg,train,10ug,8,59.441650390625,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
26_RGB.jpg,train,1ug,8,65.742431640625,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\8hr.tif
270_RGB.jpg,train,1ug,24,55.28955078125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
271_RGB.jpg,train,1ug,0,59.288330078125,D:\gs\angiogenesis data\SN3\cropped\1ug\1\2\0hr.tif
272_RGB.jpg,train,1ug,0,65.6201171875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\0hr.tif
273_RGB.jpg,train,1ug,4,51.196044921875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\4hr.tif
274_RGB.jpg,train,10ug,2,67.25439453125,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
275_RGB.jpg,train,1ug,4,66.532958984375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\4hr.tif
276_RGB.jpg,train,1ug,8,60.995849609375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
277_RGB.jpg,train,0.1ug,24,64.069580078125,D:\gs\angiogenesis data\SN1\cropped\0.1ug\2\2\24hr.tif
278_RGB.jpg,train,1ug,2,61.13818359375,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
279_RGB.jpg,train,1ug,4,52.171875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
27_RGB.jpg,train,10ug,8,76.278564453125,D:\gs\angiogenesis data\SN2\cropped\10ug\3\1\8hr.tif
280_RGB.jpg,train,0.1ug,8,67.495849609375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\8hr.tif
281_RGB.jpg,train,0.1ug,8,72.43212890625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\8hr.tif
282_RGB.jpg,train,0.1ug,24,55.74951171875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\24hr.tif
283_RGB.jpg,train,0.1ug,2,60.434326171875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
284_RGB.jpg,train,1ug,8,66.622314453125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
285_RGB.jpg,train,1ug,24,52.223876953125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
286_RGB.jpg,train,1ug,24,57.562744140625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
287_RGB.jpg,train,10ug,24,58.968505859375,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\24hr.tif
288_RGB.jpg,train,10ug,0,58.052734375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
289_RGB.jpg,train,1ug,4,61.78173828125,D:\gs\angiogenesis data\SN2\cropped\1ug\1\2\4hr.tif
28_RGB.jpg,train,10ug,4,61.89404296875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\4hr.tif
290_RGB.jpg,train,0.1ug,24,61.7578125,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\24hr.tif
291_RGB.jpg,train,1ug,8,57.17724609375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\8hr.tif
292_RGB.jpg,train,10ug,2,56.426513671875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
293_RGB.jpg,train,10ug,2,56.01416015625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
294_RGB.jpg,train,10ug,8,53.692138671875,D:\gs\angiogenesis data\SN1\cropped\10ug\2\1\8hr.tif
295_RGB.jpg,train,0.1ug,0,72.59033203125,D:\gs\angiogenesis data\SN1\cropped\0.1ug\2\2\0hr.tif
296_RGB.jpg,train,0.1ug,4,65.91162109375,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\4hr.tif
297_RGB.jpg,train,0.1ug,24,57.362060546875,D:\gs\angiogenesis data\SN1\cropped\0.1ug\3\1\24hr.tif
298_RGB.jpg,train,0.1ug,2,69.614501953125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\2hr.tif
299_RGB.jpg,train,1ug,2,63.66650390625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
29_RGB.jpg,train,control,0,69.148681640625,D:\gs\angiogenesis data\SN3\cropped\control\1\0hr.tif
2_RGB.jpg,train,10ug,4,51.585205078125,D:\gs\angiogenesis data\SN1\cropped\10ug\1\4hr.tif
300_RGB.jpg,train,1ug,4,59.24951171875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
